84	m084	85146.0510096035
85	m085	187616.81501243432
86	m086	237328.81412133673
87	m087	97648.48121880852
88	m088	264776.0013671934
89	m089	163284.93797043865
90	m090	190037.64243959668
91	m091	219358.89708403987
92	m092	67954.43298986535
93	m093	30165.672731601724
94	m094	66694.08994367822
95	m095	203491.21780450377
96	m096	78737.25458688536
97	m097	118864.7558792765
98	m098	171346.63121313474
99	m099	109882.24196365853
100	m100	157561.1294070019
101	m101	361091.85284772073
102	m102	47093.39603148301
103	m103	54619.79923027546
104	m104	63958.964435709866
105	m105	34873.89921560249
106	m106	32218.339313633158
107	m107	74608.34667924227
108	m108	154990.52921388455
109	m109	31285.317605421555
110	m110	60127.81299527952
111	m111	94592.03478200476
112	m112	293371.4031623396
113	m113	263171.15357157285
114	m114	463794.0709431288
115	m115	489640.16932641465
116	m116	709182.6547512284
117	m117	520413.0339770133
118	m118	522897.26358626125
119	m119	512450.2528714373
120	m120	227130.6618776954
121	m121	112.69509205111818
122	m122	121.06607616637494
123	m123	154.59354740596388
124	m124	189.4446284333499
125	m125	221.47970774994263
126	m126	363.6794037129406
127	m127	275.7021665970182
128	m128	157.11953784329307
129	m129	86.0201446576905
130	m130	2.8894e-08
131	m131	147.16996291189994
132	m132	233.25999322867176
133	m133	337.70287330120544
134	m134	350.8335648553171
135	m135	393.91533955230784
136	m136	229.61180104654898
137	m137	291.26269827253884
138	m138	150.04027816143238
139	m139	95.24920650089427
140	m140	44.43163793019564
141	m141	128.23544459844166
142	m142	115.45236682151648
143	m143	230.72746109262764
144	m144	358.13782185214677
145	m145	264.23067379916364
146	m146	419.7951415421694
147	m147	341.11236286912856
148	m148	360.7584476765582
149	m149	330.2371571976721
150	m150	235.30657154656774
151	m151	251.89770744887696
152	m152	196.34675654881596
153	m153	175.0223196052435
154	m154	198.1342861697844
155	m155	185.48182762056476
156	m156	236.2041651326242
157	m157	169.74094542566917
158	m158	304.69252562214257
159	m159	297.6214586836776
160	m160	364.51863361150686
161	m161	401.2552553201017
162	m162	431.29982437279057
163	m163	363.92631298657153
164	m164	290.1917030171607
165	m165	284.452348701852
166	m166	310.0155948322761
167	m167	294.3108114359546
168	m168	307.36252362114675
169	m169	270.5782322263932
170	m170	329.614705557868
171	m171	285.7895231809592
172	m172	399.82713005122605
173	m173	411.93788469743834
174	m174	449.16207728725277
175	m175	484.086413902518
176	m176	426.2719159218562
177	m177	421.16106948529796
178	m178	443.8068480643371
179	m179	366.33501810359326
180	m180	466.00826971632165
181	m181	438.47468874953313
182	m182	519.5070689692296
183	m183	421.7713582321588
184	m184	143.34337540111716
185	m185	119.45566329245341
186	m186	180.52394950867324
187	m187	244.17155340047293
188	m188	346.23880288754464
189	m189	332.71407490950844
190	m190	395.1442947835638
191	m191	387.6858792714019
192	m192	380.1452706426847
193	m193	407.469730739217
194	m194	440.41863468522763
195	m195	419.3650505526182
196	m196	439.39210922022716
197	m197	474.9857996035249
198	m198	476.94298618572844
199	m199	495.47130849828227
200	m200	526.4878115863652
201	m201	510.1929922617519
202	m202	541.6036960959923
203	m203	543.9874671543454
204	m204	561.0206249559814
205	m206	550.3242352331941
206	m208	581.2991630328484
207	m209	646.2421217662928
208	m210	618.037792356584
209	m211	666.9270539279389
210	m213	672.9260263372194
211	m212	559.4603356709035
212	m207	675.605039064985
213	m205	575.6278756288649
214	m214	699.9822529321726
215	pn1	2015110.486797188
216	pn2	2015120.4499235274
217	pn3	2015967.3095067786
218	pr1	4161770.427654558
219	pr2	4161760.1130411155
220	pr3	4160879.2209339603
221	sc1	4370614.959133325
222	sc2	4370555.391915311
223	sc3	4370560.331330527
224	nl1	1710446.0449254166
225	nl2	1710500.6113170495
226	nl3	1710460.6979746714
227	nl4	1710470.8389917088
228	ma1	3471657.0960905687
229	ma2	3471570.63592605
230	ma3	3471258.9031244847
231	hn1	3437056.046113447
232	hn2	3437100.367247951
233	br1	1910243.5747568947
234	br2	1910164.4516899586
235	ku1	4987432.782875374
236	ku2	4987352.704611937
237	ku3	4987076.982612159
238	hi1	4717729.743181566
239	hi2	4716265.513571093
240	hi3	4715737.927281371
241	ov1	1042481.9160637752
242	ov2	1042537.5016755993
243	ov3	1042203.5085912923
244	ov4	1042472.3899115985
245	s001	91.77918555277117
246	s002	100.33345004000411
247	s003	109.33225161264173
248	s004	117.42365677869174
249	s005	127.39403078017432
250	s006	94.6371412439112
251	s007	82.39552220090604
252	s008	122.52566093753586
253	s009	89.4716665556756
254	s010	99.13010724320841
255	s011	111.17097293470988
256	s012	105.18917663700007
257	s013	121.18031706923365
258	s014	113.29215934891523
259	s015	100.53220954201693
260	s016	81.77760339909699
261	s017	126.38509513550243
262	s018	87.62725950941294
263	s019	108.2928966122894
